step;smooth_loss;loss
76901; 48.657988;52.444993
77001; 48.853778;34.473644
77101; 49.006932;62.050270
77201; 49.048661;30.190436
77301; 48.993837;41.658120
77401; 49.005341;45.955608
77501; 49.100211;42.438360
77601; 48.976334;34.266711
77701; 48.893806;43.812573
77801; 48.698391;45.970245
77901; 48.514644;48.434492
78001; 48.295129;46.882316
78101; 48.056444;46.612822
78201; 47.999790;41.699350
78301; 48.060590;46.980244
78401; 47.755324;39.257925
78501; 47.697786;40.055170
78601; 47.480550;38.475997
78701; 47.427540;52.717940
78801; 47.408418;46.374299
78901; 47.363767;45.579225
79001; 47.537291;46.243810
79101; 47.709380;43.794038
79201; 47.633455;47.056696
79301; 47.962814;39.655650
79401; 48.033765;32.582047
79501; 47.955253;46.785853
79601; 47.769515;58.423384
79701; 47.525557;51.159655
79801; 47.598956;47.509049
79901; 47.866514;71.534918
80001; 47.986958;60.938671
80101; 48.132931;41.655573
80201; 48.048277;41.984894
80301; 48.296705;46.117003
80401; 48.011422;42.036343
80501; 48.062277;60.802535
80601; 47.922641;46.315743
80701; 47.897972;42.272970
80801; 47.746856;43.067728
80901; 47.744837;30.019578
81001; 47.682773;44.988868
81101; 47.765509;38.689996
81201; 48.157730;58.372012
81301; 48.501582;43.788499
81401; 48.481147;36.447218
81501; 48.348346;53.867159
81601; 48.172243;46.340156
81701; 48.210800;43.331554
81801; 48.309733;50.067825
81901; 48.182461;45.548443
82001; 48.130315;53.566082
82101; 48.197814;47.807545
82201; 48.041065;43.761541
82301; 48.238033;53.705748
82401; 48.349612;40.871072
82501; 48.333627;46.844107
82601; 48.067205;43.184857
82701; 47.997669;37.384067
82801; 47.904103;45.981302
82901; 47.780440;54.240466
83001; 47.832570;49.760557
83101; 47.867220;36.483039
83201; 48.035798;57.118289
83301; 48.112776;43.083921
83401; 48.354568;59.598172
83501; 48.539821;49.815507
83601; 48.645715;51.164434
83701; 48.744297;41.299428
83801; 48.787445;44.116410
83901; 49.048195;45.666572
84001; 48.849398;41.722960
84101; 48.811180;46.446679
84201; 48.652762;42.556112
84301; 48.465156;47.203542
84401; 48.224808;46.070587
84501; 48.009218;40.368414
84601; 47.817893;47.565082
84701; 47.839688;43.709699
84801; 47.667002;44.715893
84901; 47.591270;46.351735
85001; 47.441798;48.641159
85101; 47.461348;39.355326
85201; 47.454703;55.726599
85301; 47.422683;44.600295
85401; 47.590212;47.057242
85501; 47.617380;49.012733
85601; 47.807685;49.529399
85701; 47.942561;56.856212
85801; 47.817991;35.442264
85901; 47.982662;52.516582
86001; 47.800754;41.412984
86101; 47.878908;53.472028
86201; 47.815004;36.904308
86301; 47.609223;41.980477
86401; 47.489222;46.743675
86501; 47.306464;44.214393
86601; 47.277102;44.591711
86701; 47.380804;37.846348
86801; 47.588054;47.313445
86901; 47.602615;40.777776
87001; 47.907526;45.826637
87101; 47.897047;55.252597
87201; 47.788961;51.861967
87301; 47.826893;49.397830
87401; 47.694278;44.218998
87501; 47.574507;60.870575
87601; 47.410092;55.026669
87701; 47.559698;54.906216
87801; 47.470844;57.869054
87901; 47.462200;47.755873
88001; 47.618779;38.542651
88101; 47.804408;57.212785
88201; 47.734096;49.253720
88301; 47.685851;37.466077
88401; 47.738717;55.565791
88501; 47.695166;49.256074
88601; 47.644782;42.606800
88701; 48.229084;51.616249
88801; 48.470114;52.358252
88901; 48.572592;41.923164
89001; 48.460810;56.518740
89101; 48.627564;54.581608
89201; 48.905254;61.997231
89301; 49.118767;57.349484
89401; 49.111029;47.703540
89501; 48.923221;39.901885
89601; 48.928001;44.835425
89701; 48.858759;37.020445
89801; 48.827282;46.669122
89901; 48.702470;45.628855
90001; 48.822288;54.198233
90101; 48.774672;49.494450
90201; 49.127726;60.339693
90301; 49.604435;44.686511
90401; 49.683121;49.063112
90501; 49.694564;41.530023
90601; 49.658412;49.219216
90701; 49.536469;34.874324
90801; 49.383273;36.358727
90901; 49.545042;43.197958
91001; 49.698781;44.835561
91101; 49.636195;48.068196
91201; 49.719156;51.727345
91301; 49.643342;52.879724
91401; 49.571262;49.937174
91501; 49.330585;43.267119
91601; 49.315526;38.948897
91701; 49.295146;45.688718
91801; 49.098789;47.524454
91901; 49.069941;40.951253
92001; 49.055824;51.902846
92101; 48.879948;42.794141
92201; 48.869931;44.137945
92301; 49.020130;59.366765
92401; 49.212611;46.422976
92501; 49.137724;45.114038
92601; 49.093086;48.161494
92701; 49.166784;50.480596
92801; 49.247197;42.457892
92901; 49.190822;51.725965
93001; 49.180250;50.512685
93101; 49.310101;55.188513
93201; 49.195644;38.843524
93301; 49.229989;53.564415
93401; 49.144364;44.972170
93501; 49.200088;38.311961
93601; 49.109455;36.591713
93701; 49.075846;35.868368
93801; 49.187120;41.950498
93901; 49.456631;57.633899
94001; 49.640492;52.293644
94101; 49.702546;57.593479
94201; 49.749519;52.554949
94301; 49.688347;61.741041
94401; 49.880333;63.030978
94501; 49.827613;38.836754
94601; 49.761554;45.092784
94701; 49.826426;56.566981
94801; 49.953965;36.317793
94901; 50.034579;59.533734
95001; 50.521462;73.886935
95101; 50.792028;48.657238
95201; 50.968508;48.706342
95301; 50.986963;51.092120
95401; 51.089643;40.575942
95501; 51.031139;62.850680
95601; 50.906269;46.800033
95701; 50.707540;43.107027
95801; 50.412946;44.752252
95901; 50.024617;39.182145
96001; 49.736143;44.851901
96101; 49.534346;53.859921
96201; 49.410543;56.265752
96301; 49.072435;47.435567
96401; 48.877563;37.496324
96501; 48.582093;57.157491
96601; 48.578085;46.860009
96701; 48.546490;34.127924
96801; 48.514013;52.448456
96901; 48.470087;50.020980
97001; 48.239730;41.421252
97101; 47.952887;42.542024
97201; 47.886425;43.913084
97301; 47.906581;54.206368
97401; 48.231536;34.417030
97501; 48.384786;51.170599
97601; 48.290146;41.671613
97701; 48.383130;67.650832
97801; 48.645652;46.885032
97901; 48.610317;48.555836
98001; 48.683784;51.463234
98101; 48.714511;39.070279
98201; 48.737518;43.480251
98301; 48.630634;36.250569
98401; 48.851727;62.820659
98501; 48.675077;48.087706
98601; 48.844999;55.684830
98701; 49.006019;57.060573
98801; 49.052226;48.884105
98901; 49.143465;61.337164
99001; 49.173426;28.590119
99101; 49.187648;35.901431
99201; 49.499346;62.468467
99301; 49.791852;114.295568
